id,tweet_url,created_at,parsed_created_at,user_screen_name,text,tweet_type,coordinates,hashtags,media,urls,favorite_count,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_or_quote_id,retweet_or_quote_screen_name,retweet_or_quote_user_id,source,user_id,user_created_at,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_statuses_count,user_time_zone,user_urls,user_verified
518451905014792192,https://twitter.com/leylaaa31/status/518451905014792192,Sat Oct 04 17:25:41 +0000 2014,2014-10-04 17:25:41+00:00,leylaaa31,What are the rules of social acceptability RE bringing a blanket to Gelman during midterm season?,original,,,,,3,,,,en,,,1,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",726210654,Mon Jul 30 14:51:08 +0000 2012,False,lil ley from da city,10904,232,231,5,"Foggy Bottom, Washington",leyla,9630,Atlantic Time (Canada),,False
519643749324845057,https://twitter.com/SamanthaZinnen/status/519643749324845057,Wed Oct 08 00:21:39 +0000 2014,2014-10-08 00:21:39+00:00,SamanthaZinnen,The weather in @gelmanlibrary library flip flops more than the shoes  do. #Freezing #CookingtoDeath #Shorts #Sweatpants #PickOne #OnlyatGW,original,,Freezing CookingtoDeath Shorts Sweatpants PickOne OnlyatGW,,,0,,,,en,,,0,,,,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>",2202286236,Tue Nov 19 01:36:59 +0000 2013,False,"Patriotic, Packers Fan, History scholar, Occasional Netflix and Napper, ALA member, Adequate Golfer, Republican - UWisconsin 2020 - NAHS-2014",15125,599,398,6,"Madison, WI",Samantha Zinnen,4722,Atlantic Time (Canada),http://facebook.com/smzinnen,False
519964260248846336,https://twitter.com/PeterSaccoDC/status/519964260248846336,Wed Oct 08 21:35:14 +0000 2014,2014-10-08 21:35:14+00:00,PeterSaccoDC,Reason #3 why I'm supporting @gelmanlibrary for my #GWSeniorClassGift: New Macs and PCs throughout the building!,original,,GWSeniorClassGift,,,0,,,,en,,,1,,,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",988009735,Tue Dec 04 04:14:55 +0000 2012,False,"@ANC2A+@ANC2B+@ANC2E_DC Executive Director, @FBWEVillage Program Specialist, @ServeDC Commissioner, @StateCommission Board Member, #GWU alum, proud #DC resident",2587,910,1175,21,"Washington, DC",Peter Sacco,2848,Pacific Time (US & Canada),http://www.PeterForDC.com,False
521690555299147777,https://twitter.com/Give_Em_Bell/status/521690555299147777,Mon Oct 13 15:54:55 +0000 2014,2014-10-13 15:54:55+00:00,Give_Em_Bell,the woman next to me in gelman pulled a full baguette out of her backpack &amp; theres a 100% chance she's the realest in the game,original,,,,,23,,,,en,,,1,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",155768883,Tue Jun 15 01:37:00 +0000 2010,False,"Graduated from The George Washington University, now I work with former NFL Players. Here to eat mozzarella sticks and make people laugh.",19130,1494,1791,7,Washington D.C,Kate Bell,31244,Atlantic Time (Canada),,False
521804533945864193,https://twitter.com/Give_Em_Bell/status/521804533945864193,Mon Oct 13 23:27:50 +0000 2014,2014-10-13 23:27:50+00:00,Give_Em_Bell,@gelmanlibrary honestly she was the real MVP,reply,,,,,1,gelmanlibrary,521804329427419136,9710852,en,,,0,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",155768883,Tue Jun 15 01:37:00 +0000 2010,False,"Graduated from The George Washington University, now I work with former NFL Players. Here to eat mozzarella sticks and make people laugh.",19130,1494,1791,7,Washington D.C,Kate Bell,31244,Atlantic Time (Canada),,False
522076758049562625,https://twitter.com/jordfarley/status/522076758049562625,Tue Oct 14 17:29:33 +0000 2014,2014-10-14 17:29:33+00:00,jordfarley,Wearing shorts and a tshirt and I'm still sweating in Gelman. In October.,original,,,,,0,,,,en,,,0,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",255582926,Mon Feb 21 17:21:36 +0000 2011,False,MGMT 4 @JRNelsonMusic + @madnapmusic | PR @eatbakedgoods 📧: jordan@eatmorebakedgoods.com,26362,1415,1104,27,"Brooklyn, NY",Jordan Farley,16782,Eastern Time (US & Canada),http://eatmorebakedgoods.com/,False
522208719787261953,https://twitter.com/AriMassefski/status/522208719787261953,Wed Oct 15 02:13:55 +0000 2014,2014-10-15 02:13:55+00:00,AriMassefski,"@GWDawid @gelmanlibrary It's just that neither of us are really into the whole ""labeling"" thing.",reply,,,,,2,DSkalkowski,522208195063062528,540374087,en,,,0,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",454575344,Wed Jan 04 04:25:48 +0000 2012,False,Life isn't meant to be lived in one place. @aravainstitute | @SMPAGWU #GWU '15 ~~~~~~ (but tweets are my own) ~~~~~~,19901,967,504,14,"Boston, MA",Ari Massefski,10066,Central Time (US & Canada),https://www.facebook.com/ari.massefski,False
522212484493873152,https://twitter.com/AriMassefski/status/522212484493873152,Wed Oct 15 02:28:53 +0000 2014,2014-10-15 02:28:53+00:00,AriMassefski,@gelmanlibrary do you not love me,reply,,,,,0,gelmanlibrary,522209411264430080,9710852,en,,,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",454575344,Wed Jan 04 04:25:48 +0000 2012,False,Life isn't meant to be lived in one place. @aravainstitute | @SMPAGWU #GWU '15 ~~~~~~ (but tweets are my own) ~~~~~~,19901,967,504,14,"Boston, MA",Ari Massefski,10066,Central Time (US & Canada),https://www.facebook.com/ari.massefski,False
523536512668168192,https://twitter.com/amelanutella/status/523536512668168192,Sat Oct 18 18:10:06 +0000 2014,2014-10-18 18:10:06+00:00,amelanutella,I'm really glad that everyone is having fun on this gorgeous day and doin great things while I'm in gelman studying orgo. No I am not bitter,original,,,,,2,,,,en,,,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",818570347,Wed Sep 12 01:22:27 +0000 2012,False,what is a vineyard vine,75683,185,474,0,,taraji p hensons leg,47935,Atlantic Time (Canada),,False
523991143957397504,https://twitter.com/StudentLiaison/status/523991143957397504,Mon Oct 20 00:16:38 +0000 2014,2014-10-20 00:16:38+00:00,StudentLiaison,Just a friendly reminder to be mindful of shared spaces @gelmanlibrary. #GWU,original,,GWU,,,0,,,,en,,,0,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2805651283,Fri Sep 12 13:59:00 +0000 2014,False,I'm Nick! • Senior studying Political Science • Philly-raised • 2017-2018 Student Liaison here to keep the library connected to students like you! • Raise High!,104,232,227,3,Gelman Room 220,GW Student Liaison,465,Pacific Time (US & Canada),https://library.gwu.edu/student-liaison,False
524495107123576832,https://twitter.com/_CarloWood/status/524495107123576832,Tue Oct 21 09:39:12 +0000 2014,2014-10-21 09:39:12+00:00,_CarloWood,When the lights go off in Gelman from you not moving...You know it's time to leave....,original,,,,,4,,,,en,,,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",377742590,Thu Sep 22 01:36:56 +0000 2011,False,*Insert cheeky millennial style bio here* #GWU #AussieAtHeart #Gemini #HospitalityManagement #Conversationalist,2196,662,724,7,"Washington, DC",Carlo Wood,4519,Atlantic Time (Canada),,False
525668267101548545,https://twitter.com/Transliterature/status/525668267101548545,Fri Oct 24 15:20:55 +0000 2014,2014-10-24 15:20:55+00:00,Transliterature,@JonathanHsy @gelmanlibrary @gwengl Please tell me there will be pictures!,reply,,,,,0,JonathanHsy,525657920395292672,743987773,en,,,0,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",327843253,Sat Jul 02 07:35:56 +0000 2011,False,SAGES Fellow at Case Western Reserve University. Doctor of Medieval Literature. Transgender and Disability Studies Scholar. Trans Woman. Writer. Mom.,3443,1038,964,40,"Washington, DC",M.W. Bychowski,7005,Eastern Time (US & Canada),http://www.thingstransform.com,False
526732936625025024,https://twitter.com/jeffreyjcohen/status/526732936625025024,Mon Oct 27 13:51:32 +0000 2014,2014-10-27 13:51:32+00:00,jeffreyjcohen,"desperate copyediting query: does anyone have a PDF of Benjamin Braude's “Mandeville’s Jews among Others"" (1996)?",original,,,,,0,,,,en,,,3,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",34650921,Thu Apr 23 16:05:30 +0000 2009,False,environmental humanities medieval studies monsters interdisciplinary collaboration refuge making,25294,7412,900,236,,Jeffrey J Cohen,22393,Eastern Time (US & Canada),http://jeffreyjeromecohen.net,True
526780729779560448,https://twitter.com/gwengl/status/526780729779560448,Mon Oct 27 17:01:27 +0000 2014,2014-10-27 17:01:27+00:00,gwengl,"Hey @gelmanlibrary, how excited are you for the first ever Jack-O-Lit Pumpkin Carving tomorrow??",original,,,,,0,,,,en,,,0,,,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",21688981,Mon Feb 23 20:21:25 +0000 2009,False,The George Washington University English Department,187,494,205,18,Rome Hall 760 ,GW English Dept,859,Eastern Time (US & Canada),http://gwenglish.blogspot.com/,False
526917716134080512,https://twitter.com/trickyholly/status/526917716134080512,Tue Oct 28 02:05:47 +0000 2014,2014-10-28 02:05:47+00:00,trickyholly,"15 mini x-acto keyhole saws. Pumpkins, beware! #gwu #jackolit @gelmanlibrary @gwengl http://t.co/ZhVWGGuFWn",original,,gwu jackolit,https://twitter.com/trickyholly/status/526917716134080512/photo/1,,6,,,,en,,False,2,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",70948420,Wed Sep 02 12:13:46 +0000 2009,False,it *is* tricky to rock a rhyme/               Associate Professor of English at the George Washington University / views are my own/ she & her,10096,1537,1456,48,washington dc,holly dugan,9115,Central Time (US & Canada),http://tinyurl.com/bnkvd6y,False
527063807752155136,https://twitter.com/SAugusteijn/status/527063807752155136,Tue Oct 28 11:46:18 +0000 2014,2014-10-28 11:46:18+00:00,SAugusteijn,@gelmanlibrary @trickyholly @gwengl @gelmanlibrary @trickyholly @gwengl A raven? A tell-tale heart?,reply,,,,,1,gelmanlibrary,526918273787772929,9710852,en,,,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2872140679,Wed Oct 22 22:43:56 +0000 2014,False,,7,26,113,0,,Sylvia Augusteijn,79,,,False
527208046465134596,https://twitter.com/JonathanHsy/status/527208046465134596,Tue Oct 28 21:19:27 +0000 2014,2014-10-28 21:19:27+00:00,JonathanHsy,@trickyholly @gelmanlibrary haha love this! this was wonderful! So glad to hang out with students and librarians. #GWU is the best!,reply,,GWU,,,2,trickyholly,527206933506588672,70948420,en,,,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",743987773,Tue Aug 07 23:38:28 +0000 2012,False,Literature professor & translation theorist & digital humanist & disability scholar & shutterbug & donut-lover & ampersand-hunter & co-blogger @ In The Middle,39598,6579,885,394,,Jonathan Hsy,89215,Atlantic Time (Canada),http://www.inthemedievalmiddle.com,False
527880127880126464,https://twitter.com/EcklesLibrary/status/527880127880126464,Thu Oct 30 17:50:04 +0000 2014,2014-10-30 17:50:04+00:00,EcklesLibrary,@gelmanlibrary We love the pumpkins outside! :),original,,,,,0,gelmanlibrary,,9710852,en,,,1,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1093738759,Wed Jan 16 01:14:03 +0000 2013,False,The awesome library of the GWU Mount Vernon Campus! http://t.co/65rnAjH1WF,1160,1557,2007,26,GW at the Mount Vernon Campus,EcklesLibrary,5217,Pacific Time (US & Canada),http://library.gwu.edu/eckles/,False
